username;name;gender;birth_date;account_creation;pay_method;account_status
JosMatos;José Matos;M;24/09/1975;10/09/2020;credit_card;active
GLopes17;Gil Lopes;M;30/01/1971;02/08/2021;cash;active
DaniePereira;Daniel Pereira;M;06/01/1983;17/08/2011;debit_card;active
LFaria135;Luca Faria;M;12/04/2000;25/03/2013;credit_card;active
NicMorais;Nicole Morais;F;18/04/1989;21/06/2010;cash;active
RitAnjos122;Rita Anjos;F;20/01/1951;22/05/2016;credit_card;active
Emília-LetíValente;Emília-Letícia Valente;F;29/05/1992;01/07/2014;debit_card;inactive
ÂnAssunção50;Ângelo Assunção;M;04/05/1950;02/08/2012;credit_card;active
WBarbosa;William Barbosa;M;26/12/1970;17/02/2017;credit_card;active
HBarros;Hugo Barros;M;13/11/1967;19/02/2014;cash;active
KyarAmaral9;Kyara Amaral;F;06/01/1978;26/10/2014;debit_card;active
IMatias;Ivan Matias;M;22/10/1981;03/05/2019;debit_card;active
BerBaptista1;Bernardo Baptista;M;30/08/1966;07/03/2016;credit_card;active
MaPereira;Marco Pereira;M;20/10/1969;01/06/2016;cash;active
Vera-LuMaia;Vera-Luna Maia;F;27/08/1951;13/05/2013;debit_card;active
EmanuMatias;Emanuel Matias;M;07/09/1969;31/05/2016;cash;active
NelsReis87;Nelson de Reis;M;28/08/1972;23/01/2021;cash;active
JúliLourenço;Júlia da Lourenço;F;18/08/1997;20/01/2017;cash;active
SanLeite;Sandro de Leite;M;03/11/1968;03/01/2020;debit_card;active
AlexaBarbosa;Alexandre Barbosa;M;19/11/2003;13/08/2010;credit_card;active
CristiVieira22;Cristiano da Vieira;M;25/09/1967;15/04/2018;cash;active
IsaAlmeida51;Isabela Almeida;F;09/11/1968;04/05/2015;cash;active
MarAbreu-Maia139;Maria Abreu-Maia;F;18/04/1981;06/12/2017;cash;active
LeandVieira141;Leandro Vieira;M;15/06/1953;19/10/2012;credit_card;active
RPinto135;Rita Pinto;F;29/04/1960;24/02/2016;credit_card;active
SantiaMendes-Pereira;Santiago Mendes-Pereira;M;11/07/1982;15/07/2013;credit_card;active
GAlmeida;Gonçalo Almeida;M;30/07/1975;30/11/2018;credit_card;active
GVaz132;Gaspar Vaz;M;01/05/1983;14/09/2014;debit_card;active
CaBrito148;Carlota Brito;F;16/01/1991;02/04/2012;debit_card;active
AnAraújo50;Anita Araújo;F;23/05/1995;16/11/2019;cash;active
MartAraújo149;Marta Araújo;F;05/05/1983;01/03/2010;credit_card;active
AnFaria-Anjos;Ana Faria-Anjos;F;28/06/1979;17/05/2021;debit_card;active
AlexanHenriques;Alexandre do Henriques;M;15/07/1963;16/11/2013;credit_card;active
LuísCarneiro97;Luísa Carneiro;F;14/06/1959;10/12/2010;credit_card;active
SamueTorres;Samuel Torres;M;26/11/2004;12/09/2020;debit_card;active
EriAlmeida;Erica de Almeida;F;28/03/1962;30/09/2016;cash;active
JCampos29;Joel Campos;M;25/12/1968;02/12/2013;cash;active
JorGaspar51;Jorge Gaspar;M;18/10/1958;04/12/2011;cash;active
MadFreitas;Madalena Freitas;F;24/05/1956;17/02/2020;credit_card;active
MariOliveira149;Maria Oliveira;F;03/07/1960;17/05/2016;credit_card;active
DioEsteves9;Diogo Esteves;M;25/10/1959;03/12/2015;cash;active
MaPires;Mauro Pires;M;18/04/1984;27/02/2015;cash;active
PPinho35;Pilar Pinho;F;26/04/1997;08/06/2019;debit_card;active
SBrito99;Sara-Laura Brito;F;12/04/1950;29/02/2020;credit_card;active
IvLopes;Ivan Lopes;M;17/02/1957;13/10/2016;credit_card;active
LaurMonteiro;Laura da Monteiro;F;15/08/1971;26/06/2015;debit_card;active
SBarros18;Simão Barros;M;25/11/1952;07/11/2010;cash;active
MLopes-Magalhães33;Mafalda Lopes-Magalhães;F;13/09/1969;18/04/2014;credit_card;active
SaNeves;Sara da Neves;F;06/10/1955;23/08/2016;credit_card;active
SalvaCastro4;Salvador Castro;M;08/08/1980;10/05/2018;cash;active
LauCardoso123;Laura Cardoso;F;25/06/1962;02/03/2020;credit_card;active
MNascimento26;Márcio da Nascimento;M;06/09/1969;06/07/2011;credit_card;active
BFreitas62;Benedita Freitas;F;29/11/1998;08/04/2015;credit_card;active
SoLoureiro;Sofia Loureiro;F;22/11/1989;28/12/2017;cash;active
JéssicBorges;Jéssica Borges;F;08/02/1951;17/03/2011;debit_card;active
EduaGomes112;Eduardo do Gomes;M;11/06/1959;20/01/2017;debit_card;active
FábMoura;Fábio Moura;M;10/09/1986;25/03/2021;debit_card;active
AriFerreira141;Ariana Ferreira;F;17/02/1980;29/07/2017;debit_card;active
ReGarcia;Renata da Garcia;F;17/01/1989;28/08/2014;debit_card;active
CaRamos68;Catarina Ramos;F;07/02/1969;12/04/2017;credit_card;active
VictóCosta49;Victória Costa;F;29/06/1975;15/10/2015;debit_card;active
LGarcia-Campos;Luísa Garcia-Campos;F;11/04/1968;16/02/2010;debit_card;active
YasmiPinheiro;Yasmin Pinheiro;F;27/03/1992;10/01/2012;cash;active
MBarros;Marta Barros;F;17/02/1975;16/01/2020;debit_card;active
MBorges;Maria Borges;F;02/01/1973;21/08/2020;debit_card;active
JúGarcia62;Júlia Garcia;F;19/07/1969;04/12/2016;credit_card;active
SaEsteves-Carneiro;Salomé Esteves-Carneiro;F;26/03/1983;26/10/2019;cash;active
GasPires36;Gaspar Pires;M;09/10/1973;10/07/2010;credit_card;active
GVicente;Gabriel da Vicente;M;26/02/1985;20/08/2013;debit_card;active
MélaAssunção135;Mélanie Assunção;F;30/08/1971;28/09/2010;credit_card;active
IvBranco;Ivan Branco;M;16/04/1957;24/12/2018;debit_card;active
DanieAbreu;Daniela Abreu;F;10/07/1958;16/05/2015;cash;active
VicentEsteves54;Vicente Esteves;M;23/03/2001;10/10/2021;cash;active
LisanGonçalves117;Lisandro Gonçalves;M;13/03/1980;23/06/2010;debit_card;active
NelsoEsteves98;Nelson Esteves;M;27/06/1991;02/09/2018;debit_card;active
PilMarques;Pilar Marques;F;19/05/1983;18/06/2016;debit_card;active
EduNunes116;Eduarda Nunes;F;09/08/1956;20/06/2015;credit_card;active
EdgMatos21;Edgar Matos;M;06/10/1950;11/09/2010;cash;active
VLeite138;Vitória Leite;F;22/10/1975;19/05/2021;debit_card;active
BernarCoelho30;Bernardo Coelho;M;23/02/1960;27/07/2011;cash;active
GaspRamos;Gaspar Ramos;M;05/12/1987;06/10/2016;credit_card;active
HenrSá63;Henrique Sá;M;09/11/1971;23/03/2011;credit_card;active
PetrVaz;Petra Vaz;F;02/10/1970;16/12/2010;debit_card;active
FábiMachado85;Fábio do Machado;M;31/03/1990;22/04/2011;credit_card;active
EmRamos46;Emma Ramos;F;09/03/2004;13/09/2016;credit_card;active
LisanRibeiro128;Lisandro Ribeiro;M;22/03/1998;27/01/2018;debit_card;active
LucaMota;Lucas Mota;M;05/09/1988;16/07/2016;cash;active
CarminFernandes64;Carminho Fernandes;F;29/12/1964;26/04/2018;credit_card;active
LeMachado;Leandro Machado;M;29/05/1987;20/10/2015;credit_card;active
FábTorres113;Fábio Torres;M;09/06/1966;27/06/2011;credit_card;active
LeSousa27;Leonardo do Sousa;M;15/05/1965;08/09/2020;cash;active
LuíBranco111;Luísa Branco;F;26/03/1954;07/08/2018;credit_card;active
JéssFreitas75;Jéssica Freitas;F;08/08/1977;10/01/2017;cash;active
JoãBrito;João Brito;M;12/02/1951;03/09/2020;debit_card;active
GAnjos;Gabriel Anjos;M;06/03/1954;27/10/2017;debit_card;active
ToBarbosa;Tomé Barbosa;M;12/12/1951;09/05/2012;cash;active
NMachado37;Nicole do Machado;F;16/05/1969;25/11/2015;credit_card;active
EVaz138;Edgar Vaz;M;06/12/1991;18/08/2020;cash;active
VHenriques;Violeta Henriques;F;23/02/1958;17/04/2018;debit_card;inactive
PaBarbosa31;Paulo Barbosa;M;20/02/1983;16/04/2010;debit_card;active
LisandBarbosa117;Lisandro Barbosa;M;08/06/2001;17/02/2019;debit_card;active
FMelo63;Filipa Melo;F;19/06/1995;01/05/2016;debit_card;inactive
LAraújo90;Lia Araújo;F;02/05/1998;09/10/2017;cash;active
LeonoCardoso-Fonseca41;Leonor Cardoso-Fonseca;F;23/11/1965;30/03/2016;cash;active
AlíGaspar142;Alícia Gaspar;F;15/02/1983;19/01/2018;credit_card;active
TatianaSantos86;Tatiana-Filipa Santos;F;04/07/1950;25/10/2020;debit_card;active
DiFigueiredo;Diogo Figueiredo;M;30/11/1985;21/01/2017;credit_card;active
ECunha;Emma Cunha;F;26/05/1987;22/01/2015;cash;active
PCarvalho145;Patrícia Carvalho;F;02/12/1973;16/12/2017;credit_card;active
CristianFonseca;Cristiano Fonseca;M;01/03/1966;09/11/2011;cash;active
RaBarros;Rafael Barros;M;18/10/1979;25/11/2021;cash;active
BrunMendes;Bruno Mendes;M;04/12/1963;17/07/2015;cash;active
FrSilva131;Francisca Silva;F;03/03/1985;29/12/2021;debit_card;active
EmAlmeida-Amaral22;Emília Almeida-Amaral;F;16/08/1957;06/01/2020;debit_card;active
SaloBaptista111;Salomé Baptista;F;19/12/1961;05/12/2020;cash;active
ArtuNeves;Artur Neves;M;29/12/1973;08/06/2015;debit_card;active
CarminhCastro137;Carminho Castro;F;27/06/1953;09/12/2017;credit_card;active
BBatista;Benedita Batista;F;26/03/1976;24/09/2012;debit_card;active
IFigueiredo59;Isaac do Figueiredo;M;07/07/1955;07/01/2020;credit_card;active
GiLima;Gil Lima;M;24/06/1988;28/05/2020;credit_card;active
AlexandrHenriques;Alexandre Henriques;M;29/04/1989;09/04/2011;debit_card;active
LNascimento92;Leandro Nascimento;M;01/09/1969;20/05/2017;credit_card;active
JorgBorges;Jorge Borges;M;26/06/1968;07/07/2015;cash;active
LiReis;Lia Reis;F;09/03/1992;04/11/2018;cash;active
CatariCarneiro11;Catarina de Carneiro;F;14/11/1972;08/03/2015;debit_card;active
IvaBarros67;Ivan Barros;M;02/08/1961;23/09/2014;cash;active
EduMartins4;Eduardo Martins;M;02/02/2001;20/05/2017;credit_card;active
LeandrAndrade30;Leandro Andrade;M;06/10/1966;17/01/2010;cash;active
IsmFerreira60;Ismael Ferreira;M;08/11/2001;30/01/2015;credit_card;active
LeBarbosa;Leonor Barbosa;F;01/07/1976;12/02/2014;credit_card;active
DinFigueiredo;Dinis Figueiredo;M;22/06/1958;04/05/2012;debit_card;active
SoVieira;Soraia Vieira;F;23/08/1976;23/10/2010;debit_card;active
BriaEsteves109;Brian Esteves;M;10/07/1986;13/12/2018;credit_card;active
GAlmeida14;Gil Almeida;M;05/06/1983;07/09/2019;credit_card;active
BerTeixeira89;Bernardo Teixeira;M;20/01/1971;23/02/2012;credit_card;active
FrMendes70;Francisca Mendes;F;27/09/1983;28/06/2018;debit_card;active
MelisRibeiro18;Melissa-Carminho Ribeiro;F;16/09/1956;23/05/2010;debit_card;active
JorCosta102;Jorge Costa;M;26/09/1960;29/06/2014;debit_card;active
EmanueTorres;Emanuel Torres;M;29/11/1993;18/03/2010;debit_card;active
KellMorais;Kelly Morais;F;12/06/1981;14/09/2012;credit_card;active
FlAzevedo-Garcia;Flor Azevedo-Garcia;F;30/01/1991;21/10/2011;credit_card;active
ArianMendes;Ariana de Mendes;F;18/08/1972;12/01/2011;debit_card;active
CLopes5;Cláudio Lopes;M;14/05/1974;17/06/2013;cash;active
CláNeves;Cláudio do Neves;M;28/07/1973;30/01/2018;debit_card;active
AdrNascimento;Adriana de Nascimento;F;02/11/1954;12/06/2014;debit_card;active
JCosta59;Jaime Costa;M;17/09/1950;10/09/2021;debit_card;active
GMatias;Gustavo Matias;M;11/02/1978;17/05/2012;debit_card;active
AnTavares103;Ana Tavares;F;28/10/1950;23/07/2017;debit_card;active
ClarSimões;Clara Simões;F;27/12/1952;23/06/2012;debit_card;active
IsabCunha26;Isabel Cunha;F;13/12/1955;27/05/2015;credit_card;active
NaiLopes;Naiara Lopes;F;04/05/1994;19/06/2013;debit_card;active
JNogueira71;Joel Nogueira;M;03/09/1983;11/12/2019;credit_card;active
JésMoreira84;Jéssica do Moreira;F;30/07/1986;20/08/2018;debit_card;active
ÁlvaCardoso112;Álvaro Cardoso;M;21/08/1961;17/03/2016;cash;active
GaspaBorges89;Gaspar Borges;M;08/08/1999;26/08/2018;cash;active
NaiGaspar;Nair Gaspar;F;13/05/1959;07/09/2016;credit_card;active
CatariEsteves126;Catarina Esteves;F;25/04/1955;17/12/2020;cash;active
LauAlves;Laura Alves;F;05/09/1962;30/01/2021;cash;active
WiPinto;William da Pinto;M;10/08/1991;16/01/2020;credit_card;inactive
MMorais-Azevedo;Marta Morais-Azevedo;F;07/06/1956;11/01/2018;cash;active
GasMendes141;Gaspar Mendes;M;13/09/2002;09/05/2021;credit_card;active
VictóriPereira;Victória da Pereira;F;31/10/1953;24/03/2018;debit_card;active
LucMatias129;Luciana-Naiara Matias;F;02/02/1980;27/12/2013;credit_card;active
TGuerreiro-Assunção;Tiago Guerreiro-Assunção;M;08/09/1962;29/07/2016;debit_card;active
MGomes150;Maria de Gomes;F;02/12/1961;27/03/2017;credit_card;active
VítCarneiro;Vítor de Carneiro;M;07/11/1999;23/11/2015;debit_card;active
SebastiãAnjos;Sebastião do Anjos;M;16/04/1983;11/11/2014;debit_card;active
CaMoreira-Santos5;Caetana Moreira-Santos;F;06/06/1999;24/04/2020;debit_card;inactive
AdriSilva;Adriana Silva;F;05/06/1976;16/06/2010;credit_card;active
GabriGonçalves147;Gabriela Gonçalves;F;27/10/1981;15/08/2014;credit_card;active
LaLima118;Laura Lima;F;31/12/1964;28/08/2015;cash;active
ÍriMota-Pacheco;Íris Mota-Pacheco;F;03/02/1973;26/12/2015;credit_card;inactive
LauGomes;Laura Gomes;F;22/06/1971;19/06/2015;debit_card;active
RicaLima-Tavares;Ricardo Lima-Tavares;M;23/12/1980;29/08/2015;debit_card;active
Kelly-VictóAlves;Kelly-Victória Alves;F;11/12/1975;28/02/2016;credit_card;active
SimBaptista144;Simão Baptista;M;02/09/1976;01/05/2017;credit_card;active
RaOliveira-Baptista;Rafael Oliveira-Baptista;M;08/01/1970;31/12/2020;cash;active
JosAssunção;José Assunção;M;07/03/1963;08/08/2017;credit_card;active
BryaFreitas60;Bryan Freitas;M;13/02/1993;15/08/2018;cash;active
IAssunção107;Ivan da Assunção;M;23/07/1998;14/04/2019;debit_card;active
ÉriCampos74;Érica Campos;F;15/11/2004;25/03/2014;cash;active
ÉricDomingues;Érica Domingues;F;22/06/1977;18/03/2013;credit_card;active
MafPinto;Mafalda Pinto;F;06/05/1956;04/02/2020;credit_card;active
MiMatos121;Mia Matos;F;02/09/1981;13/03/2010;credit_card;active
ArtFerreira;Artur Ferreira;M;14/10/1986;02/01/2019;cash;active
YasmiGomes129;Yasmin Gomes;F;27/07/1967;24/05/2012;debit_card;active
SalBarbosa;Salvador Barbosa;M;14/09/1974;18/07/2013;credit_card;active
IaGomes118;Iara Gomes;F;19/10/1976;06/07/2014;credit_card;active
AntóCosta;António Costa;M;30/03/1953;14/08/2017;credit_card;active
YMacedo;Yara Macedo;F;03/08/1980;21/11/2015;debit_card;active
GabOliveira;Gabriel Oliveira;M;19/02/1986;18/01/2010;credit_card;active
CrisLeal;Cristiano Leal;M;16/06/1972;07/09/2016;credit_card;active
MárSá;Márcio Sá;M;05/02/1987;31/12/2021;credit_card;active
IrinVaz-Azevedo89;Irina Vaz-Azevedo;F;20/10/1979;10/09/2011;cash;active
MarMaia93;Marco Maia;M;25/09/1953;01/04/2017;debit_card;active
BrGonçalves43;Bruno Gonçalves;M;24/11/1980;14/08/2021;cash;active
AliceCardoso147;Alice-Carlota Cardoso;F;12/02/1996;30/11/2011;debit_card;active
MBarros50;Mia Barros;F;16/09/1985;23/02/2017;debit_card;active
IvSousa38;Ivan Sousa;M;28/04/2002;17/02/2015;cash;active
EduGomes93;Eduardo Gomes;M;02/10/1952;16/09/2012;cash;active
Íris-CatarinMonteiro;Íris-Catarina Monteiro;F;05/01/1959;27/11/2021;cash;active
JoaquiSimões;Joaquim Simões;M;31/01/1992;22/04/2012;debit_card;active
IsabelPinheiro;Isabela Pinheiro;F;19/06/1990;20/04/2011;credit_card;active
YBaptista;Yara Baptista;F;09/07/1975;21/09/2014;credit_card;active
FGonçalves67;Flor Gonçalves;F;01/10/1950;04/01/2020;credit_card;active
VictMorais150;Victória Morais;F;22/04/1954;13/04/2018;credit_card;active
ÂnMoura68;Ângelo Moura;M;30/07/1986;15/08/2014;credit_card;active
VGaspar9;Vítor Gaspar;M;30/05/1950;14/09/2011;credit_card;active
KellBaptista-Anjos;Kelly Baptista-Anjos;F;25/08/1959;21/06/2020;cash;active
DiAzevedo-Simões;Dinis Azevedo-Simões;M;08/08/1972;04/01/2021;cash;active
IarLopes99;Iara Lopes;F;10/12/1987;07/09/2021;cash;active
NMacedo147;Naiara Macedo;F;13/05/1982;24/05/2017;cash;active
LuísaCorreia;Luísa-Ângela Correia;F;01/03/1990;22/06/2014;cash;active
LorHenriques;Lorena Henriques;F;12/12/1965;14/06/2014;credit_card;active
MGaspar;Marcos Gaspar;M;10/02/1992;18/04/2012;debit_card;active
EduarCampos38;Eduardo Campos;M;28/07/1959;13/07/2020;credit_card;active
RuRamos5;Rui Ramos;M;28/03/1960;19/02/2015;debit_card;active
CrPaiva15;Cristiano Paiva;M;03/09/1970;01/10/2018;credit_card;active
CésaAntunes;César Antunes;M;09/09/1991;21/08/2015;credit_card;active
DeniGarcia57;Denis Garcia;M;07/11/1992;14/07/2011;cash;active
MTorres75;Mia Torres;F;07/08/1967;12/05/2018;cash;active
FPinho28;Fábio Pinho;M;09/10/1951;22/02/2019;credit_card;active
MCastro;Mauro Castro;M;17/01/1977;07/10/2011;cash;inactive
Constança-NiMendes122;Constança-Nicole Mendes;F;18/07/1952;18/07/2018;cash;active
LunLoureiro13;Luna do Loureiro;F;21/02/2003;16/02/2011;debit_card;active
Ana-AriCardoso107;Ana-Ariana Cardoso;F;14/05/1997;23/09/2019;debit_card;active
FernBatista149;Fernando Batista;M;19/10/1998;22/10/2014;debit_card;active
SofiBaptista;Sofia Baptista;F;26/12/1973;31/10/2015;credit_card;active
CSá;Carminho Sá;F;13/11/1985;28/09/2014;debit_card;active
MLourenço-Martins64;Micael Lourenço-Martins;M;06/10/1985;14/10/2021;cash;active
VitóMiranda11;Vitória do Miranda;F;20/02/1965;14/11/2012;debit_card;active
PedrBarbosa;Pedro Barbosa;M;26/03/2001;29/11/2012;debit_card;active
NoLima;Noa Lima;M;08/06/1959;04/10/2011;credit_card;active
MárRamos;Márcio da Ramos;M;19/05/1976;09/08/2012;debit_card;active
ÁPinto6;Álvaro Pinto;M;27/09/1993;13/06/2015;debit_card;active
VíCardoso;Vítor da Cardoso;M;26/05/1995;01/04/2014;credit_card;active
RPinto;Rui Pinto;M;26/10/1997;27/01/2015;credit_card;active
JulVaz;Juliana Vaz;F;19/04/1988;28/07/2011;debit_card;active
SoPires;Sofia Pires;F;01/07/1969;31/08/2012;cash;active
LucianMartins;Luciana Martins;F;14/02/1967;22/11/2020;credit_card;active
SaMiranda66;Salvador Miranda;M;11/06/1979;12/07/2020;credit_card;active
LetJesus59;Letícia Jesus;F;01/09/1953;01/04/2019;credit_card;active
RPinho;Rita Pinho;F;21/11/1988;12/11/2016;credit_card;active
EnGomes;Enzo Gomes;M;25/12/1981;06/11/2013;debit_card;active
EdgaMiranda;Edgar Miranda;M;24/02/1952;20/12/2019;debit_card;inactive
KellVieira50;Kelly Vieira;F;29/10/1997;25/12/2017;cash;active
TeRodrigues;Teresa-Nicole Rodrigues;F;14/10/1967;01/09/2020;cash;active
MarAlmeida46;Mara Almeida;F;24/11/1956;15/07/2016;credit_card;active
XaMoreira29;Xavier Moreira;M;09/04/1990;10/07/2020;cash;inactive
BrunCoelho47;Bruna Coelho;F;18/05/1968;10/11/2018;cash;active
DuaMatias113;Duarte Matias;M;05/03/1980;28/09/2021;debit_card;active
IrinFernandes81;Irina Fernandes;F;31/08/1950;26/11/2012;cash;active
EdTeixeira;Edgar do Teixeira;M;06/11/1993;12/07/2020;debit_card;active
SofMaia;Sofia Maia;F;14/02/1991;27/08/2018;cash;active
DuartMoura;Duarte Moura;M;09/10/1977;23/05/2015;credit_card;active
CJesus;Carlota Jesus;F;18/06/2000;06/11/2016;debit_card;inactive
NAmorim47;Noa Amorim;M;06/10/2001;23/11/2013;credit_card;active
ANogueira;Alexandre Nogueira;M;16/12/1990;19/09/2010;cash;active
ValentBarbosa;Valentim Barbosa;M;14/02/2001;15/01/2017;cash;active
LSantos;Leandro Santos;M;21/10/1984;24/02/2012;credit_card;active
MBatista144;Manuel Batista;M;31/01/1984;18/02/2018;cash;active
DiogSousa-Carneiro;Diogo Sousa-Carneiro;M;27/06/1958;09/02/2017;cash;active
GuilCastro;Guilherme Castro;M;30/08/1998;12/08/2012;credit_card;active
MaMatos-Amaral37;Mauro Matos-Amaral;M;21/05/1953;28/09/2020;credit_card;active
MiMonteiro98;Mia Monteiro;F;13/01/1969;20/03/2019;credit_card;active
SantiagDomingues29;Santiago Domingues;M;02/01/1982;11/02/2018;credit_card;active
LeandrOliveira-Ferreira;Leandro Oliveira-Ferreira;M;15/01/1998;26/11/2020;debit_card;active
VíCarvalho54;Vítor Carvalho;M;13/10/1993;10/12/2016;debit_card;active
PatríciaValente;Patrícia-Carlota Valente;F;24/08/1984;19/05/2019;credit_card;active
LiSantos15;Lia Santos;F;17/09/1968;17/06/2020;debit_card;active
JuliReis-Oliveira21;Juliana Reis-Oliveira;F;14/11/1951;05/10/2020;credit_card;active
BenedLima67;Benedita Lima;F;05/06/1988;18/08/2017;credit_card;active
BTeixeira51;Bryan Teixeira;M;22/12/1993;23/12/2013;cash;active
BenjamLoureiro65;Benjamim Loureiro;M;29/06/1956;31/07/2010;credit_card;active
MárFigueiredo78;Mário Figueiredo;M;25/08/1975;02/02/2015;debit_card;active
BernTorres1;Bernardo Torres;M;10/07/1961;30/06/2021;credit_card;active
JPires141;Joel de Pires;M;24/09/1991;04/06/2020;cash;active
SiPinto48;Simão Pinto;M;18/02/1959;09/01/2020;credit_card;active
FMota-Santos;Fabiana Mota-Santos;F;17/01/1977;12/02/2015;cash;active
EnzPires;Enzo Pires;M;02/11/1976;29/11/2016;credit_card;active
LeAndrade;Leonor Andrade;F;28/11/1952;14/12/2020;credit_card;active
VítoTeixeira;Vítor Teixeira;M;02/01/2003;15/11/2021;credit_card;active
LucaBorges127;Lucas Borges;M;22/06/1994;26/09/2014;cash;active
AndrSimões;Andreia de Simões;F;13/09/2001;25/02/2011;debit_card;active
CarVieira;Carolina Vieira;F;11/03/1998;09/10/2021;cash;active
MirBranco;Miriam Branco;F;17/05/1957;30/11/2019;credit_card;active
IgoNunes;Igor Nunes;M;29/05/1954;04/05/2017;cash;active
MarSilva-Neves132;Marta Silva-Neves;F;01/04/1983;14/09/2012;cash;inactive
VFerreira;Vera Ferreira;F;28/03/1968;15/06/2016;cash;active
ConstaCoelho;Constança Coelho;F;24/07/1987;03/08/2013;credit_card;active
MaurNogueira;Mauro Nogueira;M;26/07/1980;18/12/2020;debit_card;active
KyMota54;Kyara Mota;F;19/09/1956;13/10/2010;cash;active
VictóriTavares110;Victória Tavares;F;17/06/1952;19/03/2020;credit_card;active
HPaiva9;Hugo Paiva;M;24/11/1995;19/07/2015;debit_card;active
ManBorges113;Manuel Borges;M;11/01/1988;02/07/2013;credit_card;inactive
LúMartins18;Lúcia Martins;F;07/08/1963;28/07/2021;cash;inactive
LMarques105;Luana Marques;F;26/05/1965;18/06/2012;credit_card;active
RafaeJesus40;Rafaela Jesus;F;10/03/2002;19/12/2016;debit_card;active
Inês-AlMachado;Inês-Alexandra Machado;F;15/04/1984;08/01/2012;cash;active
BiaBarbosa;Bianca Barbosa;F;08/02/1989;14/12/2018;debit_card;active
LGaspar116;Luciana Gaspar;F;03/10/1957;02/01/2015;debit_card;active
RitPereira128;Rita do Pereira;F;03/05/1994;31/05/2021;credit_card;active
MLeite100;Matias Leite;M;10/02/1973;05/11/2016;cash;active
RaAlves;Rafael Alves;M;29/02/1964;07/08/2010;cash;active
TatiaRibeiro30;Tatiana Ribeiro;F;21/08/1980;22/09/2013;cash;active
